100
EPI_ISL_663553	9	25	19	27	26	22	16	25	26	24	25	24	27	19	24	28	26	18	14	25	19	24	24	26	26	20	20	26	28	26	28	19	14	24	24	18	18	24	25	24	25	24	14	24	25	20	25	6	6	7	9	7	6	6	8	7	7	17	3	7	7	7	6	10	8	8	0	7	8	7	8	1	8	3	6	0	6	8	25	27	26	25	27	26	26	26	26	25	26	25	24	24	25	18	25	26	25	24	24	25	
EPI_ISL_519243	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	2	16	2	1	1	3	0	2	24	10	0	2	0	1	5	3	3	7	0	3	12	3	8	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_563202	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	4	3	3	25	11	3	3	3	2	6	4	4	8	3	0	13	4	9	16	11	2	8	12	4	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_562996	16	32	26	34	31	29	23	32	33	31	32	31	34	26	31	35	31	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	11	13	10	16	10	11	11	13	12	10	24	8	12	12	12	11	15	13	13	7	12	13	0	13	6	13	10	11	7	11	13	30	32	31	32	34	31	31	31	31	30	31	30	29	29	30	25	32	33	32	31	31	32	
EPI_ISL_663808	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	0	3	3	25	11	3	3	3	2	6	0	4	8	3	4	13	0	9	16	11	2	8	12	0	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_640854	10	26	20	28	27	23	17	26	27	25	26	25	28	20	25	29	27	19	15	26	20	25	25	27	27	21	21	27	29	27	29	20	15	25	25	19	19	25	26	25	26	25	15	25	26	21	26	7	7	6	10	6	7	7	9	8	6	18	2	8	8	8	7	11	9	9	1	8	9	6	9	0	9	4	7	1	7	9	26	28	27	26	28	27	27	27	27	26	27	26	25	25	26	19	26	27	26	25	25	26	
EPI_ISL_663938	17	33	27	35	32	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	14	14	15	17	15	14	14	16	15	15	25	11	15	15	15	14	18	16	16	8	15	16	13	16	9	0	11	14	8	14	16	33	35	34	31	33	34	34	34	34	33	34	33	32	32	33	26	31	32	31	30	30	31	
EPI_ISL_640583	12	28	22	30	29	25	19	28	29	27	28	27	30	22	27	31	29	21	17	28	22	27	27	29	29	23	23	29	31	29	31	22	17	27	27	21	21	27	28	27	28	27	17	27	28	23	28	9	9	10	12	10	9	9	11	10	10	20	6	10	10	10	9	13	11	11	3	10	11	10	11	4	11	0	9	3	9	11	28	30	29	28	30	29	29	29	29	28	29	28	27	27	28	21	28	29	28	27	27	28	
EPI_ISL_593356	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	30	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	28	20	28	29	26	29	0	12	1	15	1	0	0	2	1	1	23	9	1	1	1	0	4	2	2	6	1	2	11	2	7	14	9	0	6	10	2	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_518431	9	25	19	27	26	22	16	25	26	24	25	24	27	19	24	28	26	18	14	25	19	24	24	26	26	20	20	26	28	26	28	19	14	24	24	18	18	24	25	24	25	24	14	24	25	20	25	6	6	7	9	7	6	6	8	7	7	17	3	7	7	7	6	10	8	8	0	7	8	7	8	1	8	3	6	0	6	8	25	27	26	25	27	26	26	26	26	25	26	25	24	24	25	18	25	26	25	24	24	25	
EPI_ISL_592430	15	31	25	33	30	28	22	31	32	30	29	30	33	25	30	34	22	24	20	31	25	30	30	32	30	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	10	10	11	15	11	10	10	12	11	11	23	9	11	11	11	10	14	12	12	6	11	12	11	12	7	14	9	10	6	0	12	21	23	22	31	33	22	22	22	22	21	22	21	20	20	21	24	31	32	31	30	30	31	
EPI_ISL_641149	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	0	3	3	25	11	3	3	3	2	6	0	4	8	3	4	13	0	9	16	11	2	8	12	0	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_520970	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	23	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	30	33	26	33	28	31	25	21	33	0	4	3	14	14	3	3	3	3	2	3	2	1	1	2	25	32	33	32	31	31	32	
EPI_ISL_563119	18	34	28	36	33	31	25	34	35	33	32	33	36	28	33	37	25	27	23	34	28	33	33	35	33	29	29	35	37	35	37	28	23	33	33	27	27	33	34	33	34	33	23	33	34	29	34	33	31	34	36	34	33	33	35	34	34	36	30	34	34	34	33	37	35	35	27	34	35	32	35	28	35	30	33	27	23	35	4	0	5	14	16	3	5	5	3	4	5	2	3	3	2	27	34	35	34	33	33	34	
EPI_ISL_591854	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	5	0	15	15	4	0	0	4	3	0	3	2	2	3	26	33	34	33	32	32	33	
EPI_ISL_663594	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	33	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	31	28	31	25	31	33	14	14	15	0	6	13	15	15	13	14	15	12	13	13	12	25	20	21	20	19	19	20	
EPI_ISL_592285	18	34	28	36	33	31	25	34	35	33	32	33	36	28	33	37	35	27	23	34	28	33	33	35	33	29	29	35	37	35	37	28	23	33	33	27	27	33	34	33	34	33	23	33	34	29	34	33	31	34	36	34	33	33	35	34	34	36	30	34	34	34	33	37	35	35	27	34	35	34	35	28	33	30	33	27	33	35	14	16	15	6	0	15	15	15	15	14	15	14	13	13	14	27	24	25	24	23	23	24	
EPI_ISL_562858	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	3	4	13	15	0	4	4	2	3	4	1	2	2	1	26	33	34	33	32	32	33	
EPI_ISL_663801	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	5	0	15	15	4	0	0	4	3	0	3	2	2	3	26	33	34	33	32	32	33	
EPI_ISL_563222	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	5	0	15	15	4	0	0	4	3	0	3	2	2	3	26	33	34	33	32	32	33	
EPI_ISL_562766	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	3	4	13	15	2	4	4	0	3	4	1	2	2	1	26	33	34	33	32	32	33	
EPI_ISL_640867	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	23	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	30	33	26	33	28	31	25	21	33	2	4	3	14	14	3	3	3	3	0	3	2	1	1	2	25	32	33	32	31	31	32	
EPI_ISL_563853	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	24	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	31	34	27	34	29	32	26	22	34	3	5	0	15	15	4	0	0	4	3	0	3	2	2	3	26	33	34	33	32	32	33	
EPI_ISL_592320	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	23	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	30	33	26	33	28	31	25	21	33	2	2	3	12	14	1	3	3	1	2	3	0	1	1	0	25	32	33	32	31	31	32	
EPI_ISL_519636	15	31	25	33	30	28	22	31	32	30	29	30	33	25	30	34	22	24	20	31	25	30	30	32	30	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	30	28	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	29	32	25	32	27	30	24	20	32	1	3	2	13	13	2	2	2	2	1	2	1	0	0	1	24	31	32	31	30	30	31	
EPI_ISL_518913	15	31	25	33	30	28	22	31	32	30	29	30	33	25	30	34	22	24	20	31	25	30	30	32	30	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	30	28	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	29	32	25	32	27	30	24	20	32	1	3	2	13	13	2	2	2	2	1	2	1	0	0	1	24	31	32	31	30	30	31	
EPI_ISL_563348	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	23	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	30	33	26	33	28	31	25	21	33	2	2	3	12	14	1	3	3	1	2	3	0	1	1	0	25	32	33	32	31	31	32	
EPI_ISL_419757	9	25	19	27	26	22	16	25	26	24	25	24	27	19	24	28	26	18	14	25	19	24	24	26	26	20	20	26	28	26	28	19	14	24	24	18	18	24	25	24	25	24	14	24	25	20	25	24	24	25	27	25	24	24	26	25	25	27	21	25	25	25	24	28	26	26	18	25	26	25	26	19	26	21	24	18	24	26	25	27	26	25	27	26	26	26	26	25	26	25	24	24	25	0	25	26	25	24	24	25	
EPI_ISL_563251	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	33	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	31	28	31	25	31	33	32	34	33	20	24	33	33	33	33	32	33	32	31	31	32	25	0	3	2	1	1	2	
EPI_ISL_591852	17	33	27	35	32	30	24	33	34	32	31	32	35	27	32	36	34	26	22	33	27	32	32	34	32	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	32	22	32	33	28	33	32	30	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	33	34	27	32	29	32	26	32	34	33	35	34	21	25	34	34	34	34	33	34	33	32	32	33	26	3	0	3	2	2	3	
EPI_ISL_563490	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	33	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	31	28	31	25	31	33	32	34	33	20	24	33	33	33	33	32	33	32	31	31	32	25	2	3	0	1	1	0	
EPI_ISL_520624	15	31	25	33	30	28	22	31	32	30	29	30	33	25	30	34	32	24	20	31	25	30	30	32	30	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	30	28	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	30	27	30	24	30	32	31	33	32	19	23	32	32	32	32	31	32	31	30	30	31	24	1	2	1	0	0	1	
EPI_ISL_519632	15	31	25	33	30	28	22	31	32	30	29	30	33	25	30	34	32	24	20	31	25	30	30	32	30	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	30	28	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	30	27	30	24	30	32	31	33	32	19	23	32	32	32	32	31	32	31	30	30	31	24	1	2	1	0	0	1	
EPI_ISL_592059	16	32	26	34	31	29	23	32	33	31	30	31	34	26	31	35	33	25	21	32	26	31	31	33	31	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	31	21	31	32	27	32	31	29	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	31	28	31	25	31	33	32	34	33	20	24	33	33	33	33	32	33	32	31	31	32	25	2	3	0	1	1	0	
