100
EPI_ISL_779543	17	33	27	21	20	30	24	3	0	2	13	2	1	9	2	2	14	8	12	3	9	22	2	0	16	10	10	4	2	0	2	9	12	20	2	8	8	2	3	2	3	32	22	32	33	28	33	32	32	33	35	33	32	32	34	33	33	35	29	33	33	33	32	36	34	34	26	33	34	33	34	27	34	29	32	26	32	34	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_779548	19	35	29	23	22	32	26	5	2	4	15	4	3	11	4	4	16	10	14	5	11	24	4	2	18	8	12	6	0	2	0	11	14	22	4	10	10	4	5	4	5	34	24	34	35	30	35	34	34	35	37	35	34	34	36	35	35	37	31	35	35	35	34	38	36	36	28	35	36	35	36	29	36	31	34	28	34	36	35	37	36	35	37	36	36	36	36	35	36	35	34	34	35	28	35	36	35	34	34	35	
EPI_ISL_563721	10	26	20	22	13	23	17	6	9	7	8	7	10	0	7	11	7	1	5	8	2	15	7	9	9	3	3	9	11	9	11	0	5	15	7	1	1	7	8	7	8	25	15	25	26	21	26	25	25	26	28	26	25	25	27	26	26	28	22	26	26	26	25	29	27	27	19	26	27	26	27	20	27	22	25	19	25	27	26	28	27	26	28	27	27	27	27	26	27	26	25	25	26	19	26	27	26	25	25	26	
EPI_ISL_562776	5	21	15	19	14	18	12	11	12	10	11	10	13	5	10	14	12	4	0	11	5	10	10	12	12	6	6	12	14	12	14	5	0	10	10	4	4	10	11	10	11	20	10	20	21	16	21	20	20	21	23	21	20	20	22	21	21	23	17	21	21	21	20	24	22	22	14	21	22	21	22	15	22	17	20	14	20	22	21	23	22	21	23	22	22	22	22	21	22	21	20	20	21	14	21	22	21	20	20	21	
EPI_ISL_520511	15	31	25	27	24	28	22	19	20	18	21	18	21	15	18	22	22	14	10	19	15	20	18	20	22	16	16	20	22	20	22	15	10	0	18	14	14	18	19	18	19	30	20	30	31	26	31	30	30	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	32	27	30	24	30	32	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_518603	15	31	25	19	18	28	22	1	2	0	11	0	3	7	0	4	12	6	10	1	7	20	0	2	14	8	8	2	4	2	4	7	10	18	0	6	6	0	1	0	1	30	20	30	31	26	31	30	30	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	32	27	30	24	30	32	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_593035	9	25	19	21	12	22	16	7	8	6	7	6	9	1	6	10	8	0	4	7	1	14	6	8	8	2	2	8	10	8	10	1	4	14	6	0	0	6	7	6	7	24	14	24	25	20	25	24	24	25	27	25	24	24	26	25	25	27	21	25	25	25	24	28	26	26	18	25	26	25	26	19	26	21	24	18	24	26	25	27	26	25	27	26	26	26	26	25	26	25	24	24	25	18	25	26	25	24	24	25	
EPI_ISL_779601	9	25	19	21	12	22	16	7	8	6	7	6	9	1	6	10	8	0	4	7	1	14	6	8	8	2	2	8	10	8	10	1	4	14	6	0	0	6	7	6	7	24	14	24	25	20	25	24	24	25	27	25	24	24	26	25	25	27	21	25	25	25	24	28	26	26	18	25	26	25	26	19	26	21	24	18	24	26	25	27	26	25	27	26	26	26	26	25	26	25	24	24	25	18	25	26	25	24	24	25	
EPI_ISL_519245	15	31	25	19	18	28	22	1	2	0	11	0	3	7	0	4	12	6	10	1	7	20	0	2	14	8	8	2	4	2	4	7	10	18	0	6	6	0	1	0	1	30	20	30	31	26	31	30	30	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	32	27	30	24	30	32	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_592205	16	32	26	20	19	29	23	2	3	1	10	1	4	8	1	5	13	7	11	0	6	21	1	3	15	9	9	3	5	3	5	8	11	19	1	7	7	1	0	1	0	31	21	31	32	27	32	31	31	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	33	28	31	25	31	33	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_518968	15	31	25	19	18	28	22	1	2	0	11	0	3	7	0	4	12	6	10	1	7	20	0	2	14	8	8	2	4	2	4	7	10	18	0	6	6	0	1	0	1	30	20	30	31	26	31	30	30	31	33	31	30	30	32	31	31	33	27	31	31	31	30	34	32	32	24	31	32	31	32	25	32	27	30	24	30	32	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_518911	16	32	26	20	19	29	23	2	3	1	10	1	4	8	1	5	13	7	11	0	6	21	1	3	15	9	9	3	5	3	5	8	11	19	1	7	7	1	0	1	0	31	21	31	32	27	32	31	31	32	34	32	31	31	33	32	32	34	28	32	32	32	31	35	33	33	25	32	33	32	33	26	33	28	31	25	31	33	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_519004	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	28	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	0	10	0	1	8	1	28	30	29	33	29	28	28	30	29	29	33	27	29	29	29	28	32	30	30	24	29	30	31	30	25	32	27	28	24	30	30	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_592064	5	21	15	23	22	18	12	21	22	20	21	20	23	15	20	24	22	14	10	21	15	20	20	22	22	16	16	22	24	22	24	15	10	20	20	14	14	20	21	20	21	10	0	10	11	6	11	20	20	21	23	21	20	20	22	21	21	23	17	21	21	21	20	24	22	22	14	21	22	21	22	15	22	17	20	14	20	22	21	23	22	21	23	22	22	22	22	21	22	21	20	20	21	14	21	22	21	20	20	21	
EPI_ISL_520955	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	28	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	0	10	0	1	8	1	28	30	29	33	29	28	28	30	29	29	33	27	29	29	29	28	32	30	30	24	29	30	31	30	25	32	27	28	24	30	30	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_519247	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	29	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	1	11	1	0	9	2	29	31	30	34	30	29	29	31	30	30	34	28	30	30	30	29	33	31	31	25	30	31	32	31	26	33	28	29	25	31	31	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_592329	11	27	21	29	28	24	18	27	28	26	27	26	29	21	26	30	28	20	16	27	21	26	26	28	28	22	22	28	30	28	30	21	16	26	26	20	20	26	27	26	27	8	6	8	9	0	9	26	26	27	29	27	26	26	28	27	27	29	23	27	27	27	26	30	28	28	20	27	28	27	28	21	28	23	26	20	26	28	27	29	28	27	29	28	28	28	28	27	28	27	26	26	27	20	27	28	27	26	26	27	
EPI_ISL_519418	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	29	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	1	11	1	2	9	0	29	31	30	34	30	29	29	31	30	30	34	28	30	30	30	29	33	31	31	25	30	31	32	31	26	33	28	29	25	31	31	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_518930	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	30	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	28	20	28	29	26	29	0	12	1	15	1	0	0	2	1	1	23	9	1	1	1	0	4	2	2	6	1	2	11	2	7	14	9	0	6	10	2	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_563917	15	31	25	33	22	28	22	31	32	30	21	30	33	25	30	34	30	24	20	31	25	30	30	32	20	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	30	20	30	31	26	31	12	0	13	15	13	12	12	14	13	13	23	9	13	13	13	12	16	14	14	6	13	14	13	14	7	14	9	12	6	10	14	29	31	30	29	31	30	30	30	30	29	30	29	28	28	29	24	29	30	29	28	28	29	
EPI_ISL_663776	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	0	16	0	1	1	3	2	0	24	8	2	2	2	1	5	3	3	7	2	3	10	3	6	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_563361	18	34	28	36	35	31	25	34	35	33	34	33	36	28	33	37	35	27	23	34	28	33	33	35	35	29	29	35	37	35	37	28	23	33	33	27	27	33	34	33	34	33	23	33	34	29	34	15	15	16	0	16	15	15	17	16	16	26	12	16	16	16	15	19	17	17	9	16	17	16	17	10	17	12	15	9	15	17	34	36	35	34	36	35	35	35	35	34	35	34	33	33	34	27	34	35	34	33	33	34	
EPI_ISL_640777	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	0	16	0	1	1	3	2	0	24	8	2	2	2	1	5	3	3	7	2	3	10	3	6	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_519244	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	30	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	28	20	28	29	26	29	0	12	1	15	1	0	0	2	1	1	23	9	1	1	1	0	4	2	2	6	1	2	11	2	7	14	9	0	6	10	2	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_518967	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	30	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	28	20	28	29	26	29	0	12	1	15	1	0	0	2	1	1	23	9	1	1	1	0	4	2	2	6	1	2	11	2	7	14	9	0	6	10	2	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_592399	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	0	3	3	25	11	3	3	3	2	6	0	4	8	3	4	13	0	9	16	11	2	8	12	0	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_519185	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	2	16	2	1	1	3	0	2	24	10	0	2	0	1	5	3	3	7	0	3	12	3	8	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_663777	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	0	16	0	1	1	3	2	0	24	8	2	2	2	1	5	3	3	7	2	3	10	3	6	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_640508	18	34	28	36	35	31	25	34	35	33	34	33	36	28	33	37	35	27	23	34	28	33	33	35	35	29	29	35	37	35	37	28	23	33	33	27	27	33	34	33	34	33	23	33	34	29	34	23	23	24	26	24	23	23	25	24	24	0	20	24	24	24	23	27	25	25	17	24	25	24	25	18	25	20	23	17	23	25	34	36	35	34	36	35	35	35	35	34	35	34	33	33	34	27	34	35	34	33	33	34	
EPI_ISL_592501	12	28	22	30	29	25	19	28	29	27	28	27	30	22	27	31	29	21	17	28	22	27	27	29	29	23	23	29	31	29	31	22	17	27	27	21	21	27	28	27	28	27	17	27	28	23	28	9	9	8	12	8	9	9	11	10	8	20	0	10	10	10	9	13	11	11	3	10	11	8	11	2	11	6	9	3	9	11	28	30	29	28	30	29	29	29	29	28	29	28	27	27	28	21	28	29	28	27	27	28	
EPI_ISL_518915	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	2	16	2	1	1	3	0	2	24	10	0	2	0	1	5	3	3	7	0	3	12	3	8	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_519321	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	2	16	2	1	1	3	2	2	24	10	2	0	2	1	5	3	3	7	2	3	12	3	8	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_591853	16	32	26	34	33	29	23	32	33	31	32	31	34	26	31	35	33	25	21	32	26	31	31	33	33	27	27	33	35	33	35	26	21	31	31	25	25	31	32	31	32	29	21	29	30	27	30	1	13	2	16	2	1	1	3	0	2	24	10	0	2	0	1	5	3	3	7	0	3	12	3	8	15	10	1	7	11	3	32	34	33	32	34	33	33	33	33	32	33	32	31	31	32	25	32	33	32	31	31	32	
EPI_ISL_518508	15	31	25	33	32	28	22	31	32	30	31	30	33	25	30	34	32	24	20	31	25	30	30	32	32	26	26	32	34	32	34	25	20	30	30	24	24	30	31	30	31	28	20	28	29	26	29	0	12	1	15	1	0	0	2	1	1	23	9	1	1	1	0	4	2	2	6	1	2	11	2	7	14	9	0	6	10	2	31	33	32	31	33	32	32	32	32	31	32	31	30	30	31	24	31	32	31	30	30	31	
EPI_ISL_518394	19	35	29	37	36	32	26	35	36	34	35	34	37	29	34	38	36	28	24	35	29	34	34	36	36	30	30	36	38	36	38	29	24	34	34	28	28	34	35	34	35	32	24	32	33	30	33	4	16	5	19	5	4	4	6	5	5	27	13	5	5	5	4	0	6	2	10	5	6	15	6	11	18	13	4	10	14	6	35	37	36	35	37	36	36	36	36	35	36	35	34	34	35	28	35	36	35	34	34	35	
EPI_ISL_663883	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	0	3	3	25	11	3	3	3	2	6	0	4	8	3	4	13	0	9	16	11	2	8	12	0	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
EPI_ISL_519816	17	33	27	35	34	30	24	33	34	32	33	32	35	27	32	36	34	26	22	33	27	32	32	34	34	28	28	34	36	34	36	27	22	32	32	26	26	32	33	32	33	30	22	30	31	28	31	2	14	3	17	3	2	2	4	3	3	25	11	3	3	3	2	2	4	0	8	3	4	13	4	9	16	11	2	8	12	4	33	35	34	33	35	34	34	34	34	33	34	33	32	32	33	26	33	34	33	32	32	33	
